день,группа,предмет,сложность,температура,осадки,тип погоды,количество пар,номера пар,успеваемость,процент посещаемости
Вторник,7,Архитектура компьютеров,4,30,True,град,2,"[1, 4]",20,42
Пятница,8,Системное администрирование,4,0,False,пасмурно,2,"[2, 5]",33,61
Пятница,14,Математика,5,3,False,ветер,2,"[2, 3]",21,56
Суббота,13,Виртуализация и облачные технологии,4,25,False,солнечно,2,"[4, 5]",20,38
Пятница,1,Администрирование систем защиты,5,9,True,снег,2,"[2, 4]",20,30
Пятница,13,Маркетинг и менеджмент в сфере услуг,3,-5,True,град,4,"[1, 2, 3, 4]",44,71
Понедельник,13,Основы сетевых технологий,4,32,True,град,4,"[1, 2, 3, 5]",20,30
Понедельник,5,Методы и средства защиты информации,5,1,False,солнечно,2,"[2, 5]",32,59
Суббота,5,Литература,3,28,False,туман,2,"[1, 3]",60,69
Суббота,10,Геометрия,4,25,False,солнечно,3,"[1, 2, 4]",20,39
Среда,7,Основы туризма и гостеприимства,3,17,True,дождь,3,"[1, 3, 4]",46,59
Суббота,6,Прикладное программирование,5,18,False,солнечно,3,"[1, 3, 4]",26,60
Понедельник,4,Математика,5,10,False,пасмурно,2,"[4, 5]",20,47
Вторник,7,Информатика,5,35,False,солнечно,5,"[1, 2, 3, 4, 5]",20,38
Четверг,16,Геометрия,4,10,False,туман,2,"[2, 4]",20,49
Вторник,14,Веб-технологии,4,18,True,дождь,2,"[1, 2]",20,30
Среда,10,Основы туризма и гостеприимства,3,10,False,туман,2,"[2, 5]",48,72
Понедельник,8,Основы информационных технологий,4,34,False,пасмурно,4,"[1, 3, 4, 5]",25,50
Среда,4,Тестирование программных продуктов,4,34,False,ветер,2,"[1, 4]",30,54
Понедельник,8,Операционные системы,4,13,False,ветер,3,"[1, 2, 5]",29,51
Пятница,5,Архитектура компьютеров,4,24,False,солнечно,3,"[1, 2, 4]",39,74
Среда,1,Математика,5,18,False,ветер,3,"[2, 4, 5]",40,72
Среда,14,Безопасность сетей,5,16,False,ветер,4,"[1, 3, 4, 5]",40,68
Вторник,3,Архитектура компьютеров,4,11,True,град,5,"[1, 2, 3, 4, 5]",20,30
Вторник,14,Основы туризма и гостеприимства,3,-1,False,солнечно,2,"[1, 3]",64,73
Среда,7,Основы туризма и гостеприимства,3,14,False,ветер,4,"[1, 3, 4, 5]",43,73
Четверг,11,Основы информационных технологий,4,31,False,солнечно,4,"[2, 3, 4, 5]",29,60
Среда,15,Маркетинг и менеджмент в сфере услуг,3,7,False,солнечно,5,"[1, 2, 3, 4, 5]",49,81
Пятница,11,Сетевые операционные системы,4,8,False,туман,3,"[1, 3, 5]",20,45
Вторник,15,Литература,3,-4,True,снег,3,"[1, 2, 3]",63,71
Четверг,8,Литература,3,29,False,туман,3,"[3, 4, 5]",64,86
Среда,10,Естествознание,3,18,True,град,3,"[1, 2, 5]",46,63
Четверг,8,Администрирование систем защиты,5,24,False,туман,4,"[1, 2, 3, 5]",24,66
Понедельник,11,Эксплуатация компьютерных сетей,4,11,True,дождь,2,"[3, 4]",20,32
Четверг,3,Русский язык,3,27,False,пасмурно,4,"[1, 2, 3, 4]",64,79
Четверг,5,Конфигурирование и администрирование сетей,5,23,False,пасмурно,3,"[1, 2, 5]",40,69
Четверг,13,Криптография,5,13,True,дождь,2,"[1, 3]",20,42
Вторник,8,Безопасность сетей,5,-2,False,ветер,3,"[1, 3, 5]",37,66
Среда,3,Диагностика и ремонт оборудования,4,17,True,град,3,"[1, 3, 4]",20,30
Суббота,15,Русский язык,3,-5,True,град,1,[1],33,49
Понедельник,1,Прикладное программирование,5,0,True,дождь,4,"[1, 3, 4, 5]",20,30
Пятница,6,Веб-технологии,4,8,False,туман,2,"[1, 4]",21,49
Суббота,15,Основы информационных технологий,4,30,False,пасмурно,2,"[2, 4]",20,44
Вторник,2,Естествознание,3,20,True,град,4,"[1, 3, 4, 5]",49,62
Среда,6,Основы информационных технологий,4,32,False,туман,5,"[1, 2, 3, 4, 5]",20,40
Среда,15,Диагностика и ремонт оборудования,4,7,False,туман,5,"[1, 2, 3, 4, 5]",20,46
Суббота,7,Эксплуатация компьютерных сетей,4,21,False,пасмурно,1,[3],20,37
Суббота,16,Маркетинг и менеджмент в сфере услуг,3,1,True,град,2,"[3, 4]",35,47
Пятница,7,Русский язык,3,13,False,пасмурно,3,"[1, 3, 4]",57,77
Вторник,10,Веб-технологии,4,8,True,дождь,2,"[1, 5]",20,30
Суббота,1,Литература,3,7,False,пасмурно,3,"[1, 3, 4]",51,72
Четверг,16,Системное администрирование,4,-3,True,град,2,"[1, 4]",21,56
Среда,5,Маркетинг и менеджмент в сфере услуг,3,10,False,ветер,2,"[1, 5]",56,72
Суббота,12,Русский язык,3,9,False,туман,3,"[3, 4, 5]",41,67
Четверг,13,Информационная безопасность,5,24,False,туман,5,"[1, 2, 3, 4, 5]",25,63
Вторник,6,Информационная безопасность,5,30,False,пасмурно,5,"[1, 2, 3, 4, 5]",31,73
Понедельник,14,Методы и средства защиты информации,5,10,False,ветер,4,"[2, 3, 4, 5]",39,73
Вторник,7,Маркетинг и менеджмент в сфере услуг,3,19,False,ветер,2,"[1, 5]",50,76
Четверг,7,Техническое обслуживание компьютерных систем,3,1,False,пасмурно,3,"[1, 4, 5]",54,73
Среда,10,Естествознание,3,18,False,туман,4,"[1, 2, 3, 4]",56,90
Суббота,13,Информатика,5,2,False,ветер,2,"[3, 4]",22,63
Четверг,12,История,2,-1,False,туман,3,"[2, 3, 5]",50,70
Понедельник,12,Эксплуатация компьютерных сетей,4,20,False,пасмурно,4,"[1, 3, 4, 5]",20,55
Вторник,9,Конфигурирование и администрирование сетей,5,1,False,ветер,4,"[1, 3, 4, 5]",24,64
Вторник,8,Естествознание,3,1,False,пасмурно,2,"[3, 4]",58,71
Четверг,9,Информационная безопасность,5,19,False,солнечно,3,"[1, 3, 4]",20,49
Четверг,15,Организация обслуживания в гостиницах,3,20,False,солнечно,2,"[1, 2]",59,88
Вторник,12,Естествознание,3,34,True,град,4,"[1, 2, 4, 5]",31,51
Понедельник,4,Техническое обслуживание компьютерных систем,3,5,False,солнечно,5,"[1, 2, 3, 4, 5]",65,81
Четверг,3,Организация обслуживания в гостиницах,3,25,False,солнечно,2,"[1, 3]",58,72
Пятница,10,Безопасность сетей,5,7,False,туман,5,"[1, 2, 3, 4, 5]",20,41
Среда,3,Организация обслуживания в гостиницах,3,18,False,ветер,3,"[1, 2, 3]",72,81
Вторник,14,Методы и средства защиты информации,5,-4,False,туман,4,"[1, 3, 4, 5]",20,47
Понедельник,11,Диагностика и ремонт оборудования,4,5,False,солнечно,5,"[1, 2, 3, 4, 5]",29,60
Среда,14,Математические основы информатики,4,25,False,ветер,4,"[1, 3, 4, 5]",20,47
Среда,12,Литература,3,32,True,град,2,"[2, 4]",34,47
Понедельник,12,Безопасность сетей,5,-2,True,град,3,"[1, 2, 4]",20,43
Вторник,2,Операционные системы,4,25,False,туман,4,"[1, 3, 4, 5]",35,62
Вторник,2,Математические основы информатики,4,29,False,ветер,5,"[1, 2, 3, 4, 5]",29,52
Вторник,1,Математика,5,-1,False,пасмурно,5,"[1, 2, 3, 4, 5]",30,60
Среда,7,Диагностика и ремонт оборудования,4,11,True,град,4,"[1, 3, 4, 5]",20,32
Понедельник,9,Архитектура компьютеров,4,14,True,дождь,4,"[1, 2, 4, 5]",25,45
Суббота,7,Криптография,5,21,False,ветер,2,"[1, 3]",20,57
Среда,15,Тестирование программных продуктов,4,6,False,солнечно,3,"[2, 3, 4]",29,61
Суббота,1,Литература,3,10,False,ветер,2,"[3, 4]",68,77
Вторник,3,Информационная безопасность,5,10,False,пасмурно,2,"[2, 5]",20,47
Четверг,1,Тестирование программных продуктов,4,12,True,дождь,4,"[1, 2, 4, 5]",20,46
Суббота,12,Геометрия,4,-1,True,снег,2,"[1, 5]",20,40
Суббота,16,Безопасность операционных систем и сетей,5,17,False,солнечно,1,[5],22,47
Вторник,5,Обществознание,2,2,False,солнечно,4,"[1, 2, 3, 4]",62,84
Среда,6,Математика,5,3,True,град,5,"[1, 2, 3, 4, 5]",20,30
Понедельник,4,Математические основы информатики,4,7,True,град,2,"[1, 3]",20,31
Суббота,14,Математика,5,1,True,град,2,"[2, 5]",20,30
Суббота,5,Администрирование систем защиты,5,26,False,пасмурно,1,[5],20,41
Среда,9,Базы данных,4,24,False,пасмурно,5,"[1, 2, 3, 4, 5]",36,56
Суббота,11,Литература,3,7,False,солнечно,1,[2],64,78
Четверг,1,История,2,4,True,град,2,"[2, 3]",41,62
Четверг,10,Криптография,5,3,False,пасмурно,2,"[2, 5]",24,70
Пятница,7,Физика,4,19,False,пасмурно,4,"[1, 2, 3, 4]",25,45
Среда,6,Виртуализация и облачные технологии,4,10,False,солнечно,5,"[1, 2, 3, 4, 5]",42,69
